Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed,Category ID,Primary Category
EPH-0467,v1.2 chronological census,V12-ABMX-0406,Product announcement / kit,Oakley sliders and legaiters protective-apparel announcement,1983,1983,October 1983,Oakley,Product announcement for protective sliders and legaiters in multiple sizes.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,oakley sliders and legaiters protective apparel announcement october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 9–10. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0468,v1.2 chronological census,V12-ABMX-0407,Retailer advertisement / price list,"Faze 7 October wheel, component, and complete-bike price list",1983,1983,October 1983,Faze 7; Skyway; ACS; Redline; Shimano,"Retail and mail-order list for wheels, tyres, cranks, pads, apparel, and complete bikes.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,faze 7 october wheel component and complete bike price list october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 21–22. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0469,v1.2 chronological census,V12-ABMX-0408,Product literature,Firebird Delta II October engineering campaign,1983,1983,October 1983,DP Racing; Firebird; Reynolds,"Product campaign describing tri-twin design, 4130 chromoly, Reynolds 501 tubing, and price.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,firebird delta ii october engineering campaign october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 21. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0470,v1.2 chronological census,V12-ABMX-0409,Retailer advertisement / price list,Supertune BMX October mail-order catalogue,1983,1983,October 1983,Supertune BMX Racing; GT; Diamond Back; Shimano; Oakley,"Large mail-order list for bars, grips, pedals, framesets, cranks, wheels, seats, clothing, helmets, and plates.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,supertune bmx october mail order catalogue october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 34–37. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0471,v1.2 chronological census,V12-ABMX-0410,Product literature,CW winning-racer handlebar campaign,1983,1983,October 1983,CW; Hotwheels,"Product advertisement comparing mini, standard, and professional handlebar configurations.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,cw winning racer handlebar campaign october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 36. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
EPH-0472,v1.2 chronological census,V12-ABMX-0411,Information-pack mailer,Haro Tech numberplate brochure offer,1983,1983,October 1983,Haro Designs; Shiner; Gecko,Product literature for the Tech numberplate plus a mail-in brochure offer.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,haro tech numberplate brochure offer october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 48–49. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-003,"Mailers, stickers, and information packs"
EPH-0473,v1.2 chronological census,V12-ABMX-0412,Retailer advertisement / price list,Schofield Cycles frameset price list,1983,1983,October 1983,Schofield Cycles; Skyway; Robinson; PK Ripper,Retail price list for premium frame-and-fork sets and BMX components.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,schofield cycles frameset price list october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 43–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0474,v1.2 chronological census,V12-ABMX-0413,Dealer/shop advertisement,KD Racing October brand-stock and indoor-track advertisement,1983,1983,October 1983,KD Racing; Diamond Back; Mongoose; Kuwahara,"Dealer advertisement for bikes, spares, clothing, and recurring indoor racing.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,kd racing october brand stock and indoor track advertisement october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 43–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-007,Dealers and distributors
EPH-0475,v1.2 chronological census,V12-ABMX-0414,Retailer advertisement / price list,Just BMX October special-offer price list,1983,1983,October 1983,Just BMX; Skyway; Diamond Back; Takagi,"Dealer price promotion for framesets, complete bikes, cranks, wheels, and components.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,just bmx october special offer price list october 1983,,REVIEW — recurring campaign/feature candidate; retain separately pending page-image comparison,Indexed pages 44–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-002,Advertisements and price lists
EPH-0476,v1.2 chronological census,V12-ABMX-0415,Product announcement / kit,Retro British component line advertisement,1983,1983,October 1983,Retro Products,"British component advertisement for fluted and layback seatposts, handlebars, and sealed-bearing Skyway hubs.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,retro british component line advertisement october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 44–45. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-008,Product announcements and technical material
EPH-0477,v1.2 chronological census,V12-ABMX-0416,Manufacturer/distributor catalog page,Avon and national BMX dealer directory,1983,1983,October 1983,UK BMX dealers,Large geographic dealer directory documenting the national retail network.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October 1983 — Volume 2 Number 12. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/issues/85-october-nineteen-eighty-three,,avon and national bmx dealer directory october 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed pages 45–47. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-08-01,PKR-CAT-001,Catalogs and product literature
