Master ID,Source Stage,Original ID,Object Type,Title,Start Year,End Year,Date Text,Brand / Promoter,Primary Subject,Geography,BMXMuseum Status,Exact Reference ID,Source Role,Evidence / Limitation,Confidence,Rights Code,Research Status,Primary Source URL,Secondary Source URL,Normalized Duplicate Key,Duplicate Group,Canonical Action,Notes,Accessed
EPH-0163,v1.1 chronological census,V11-ABMX-0102,Product-history object,Haro number-plate heritage advertisement,1982,1982,October/November 1982,Haro Designs,Advertisement connecting Haro plate design history to major sponsored riders.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October/November 1982 — Volume 2 Number 4. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,,haro number plate heritage advertisement october november 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 25. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0164,v1.1 chronological census,V11-ABMX-0103,Product literature,SunTour HB-6000 reversible rear-hub product literature,1982,1982,October/November 1982,SunTour; Ron Kitching,Technical product advertisement for a double-threaded large-flange rear hub.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October/November 1982 — Volume 2 Number 4. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,,suntour hb 6000 reversible rear hub product literature october november 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 38. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0165,v1.1 chronological census,V11-ABMX-0104,Product literature,Troxel Comet saddle-and-post advertisement,1982,1982,October/November 1982,Troxel,Product advertisement for an integrated nylon saddle and chromoly post assembly.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — October/November 1982 — Volume 2 Number 4. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/25-october%2Fnovember-eighty-two,,troxel comet saddle and post advertisement october november 1982,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 42. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0166,v1.1 chronological census,V11-ABMX-0105,Product literature,Shimano DX platform-pedal advertisement,1982,1983,December 1982/January 1983,Shimano,Technical advertisement describing the concave parallelogram platform and stud layout of DX pedals.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,shimano dx platform pedal advertisement december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0167,v1.1 chronological census,V11-ABMX-0106,Product announcement / kit,Shimano DX micro-adjust seatpost announcement,1982,1983,December 1982/January 1983,Shimano,Companion product announcement for a one-key micro-adjust alloy seatpost.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,MEDIUM-HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,shimano dx micro adjust seatpost announcement december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 2. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0168,v1.1 chronological census,V11-ABMX-0107,Information-pack mailer,Pro-Lite protective-equipment information-pack placement,1982,1983,December 1982/January 1983,Pro-Lite; Freewheeler,Issue-specific factory mailer for a free Pro-Lite information pack and decal.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,pro lite protective equipment information pack placement december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 7. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0169,v1.1 chronological census,V11-ABMX-0108,Retailer advertisement / price list,Halfords California BMX model-range price advertisement,1982,1983,December 1982/January 1983,Halfords; California,"Retail advertisement listing California, California Star, California Trax Pro, and Turbo 20X models.",United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,halfords california bmx model range price advertisement december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 8. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0170,v1.1 chronological census,V11-ABMX-0109,Event prize promotion,Halfords Raleigh Burner and free Haro plate promotion,1982,1983,December 1982/January 1983,Halfords; Raleigh; Haro,Retail promotion pairing Raleigh Burner availability with a free Haro number plate.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,halfords raleigh burner and free haro plate promotion december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 8. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0171,v1.1 chronological census,V11-ABMX-0110,Event notice / contact flyer,British and world BMX wheelie-record attempt notice,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,Event notice for British and world wheelie-record attempts at Pickett's Lock.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,british and world bmx wheelie record attempt notice december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 10. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0172,v1.1 chronological census,V11-ABMX-0111,Event notice / contact flyer,British and world bunnyhop-record attempt notice,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,Event notice for British and world bunnyhop-record attempts.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,british and world bunnyhop record attempt notice december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed page 10. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
EPH-0173,v1.1 chronological census,V11-ABMX-0112,Event flyer / trade-exhibition notice,Lee Cooper BMX coaching clinic,1982,1983,December 1982/January 1983,Lee Cooper; BMX Action Bike,Indoor coaching clinic led by expert riders as part of the Grand Prix program.,United Kingdom,Not applicable — period publication,,Chronological issue pass,PreviousPage exposes indexed text for BMX Action Bike — December 1982/January 1983 — Volume 2 Number 5. This record preserves an issue-specific source occurrence and paraphrased factual details. Page-image comparison remains required before exact-layout quotation or visual identity merging.,HIGH,INDEX-ONLY,INCLUDED — indexed issue text; visual comparison pending.,https://previouspage.co.uk/magazines/BMX%20Action%20Bike/issues/58-december%2Fjanuary-eighty-two,,lee cooper bmx coaching clinic december 1982 january 1983,,RETAIN — issue-specific occurrence pending visual comparison,Indexed section located; exact page number remains pending page-image review. Indexed event details. Image: do not reproduce scan. Text: paraphrase facts and clearly paired prices only.,2026-07-31
